,id,x,y,z,rxns,all,MCM_v3.3.1,MCM_v3.1,MCM_v3.2,CRI_v2.0.r5,CRI_v2.0.r4,CRI_v2.0.r1,CRI_v2.0.r3,CRI_v2.0.r2,CRI_v2.2
2815,DECOOH,-0.616669778936618,0.09731138858686128,-0.7205367658828279,False,True,True,True,True,False,False,False,False,False,False
2816,DEMPHOH,-0.21763711854520973,-0.5994484584897058,0.6410300515312448,False,True,True,True,True,False,False,False,False,False,False
2817,DEMPHOLO,-0.20692491591107676,-0.4925335835291642,0.4797518282005153,False,True,True,True,True,False,False,False,False,False,False
2818,DEMPHOLO2,-0.20235149285215326,-0.488631580793378,0.4799763964441768,False,True,True,True,True,False,False,False,False,False,False
2819,DEMPHOLOH,-0.20938614509633058,-0.4894339027042195,0.47219773472756765,False,True,True,True,True,False,False,False,False,False,False
2820,DEMPHOLOOH,-0.19934388738654618,-0.49213023043737514,0.4760201729175477,False,True,True,True,True,False,False,False,False,False,False
2821,DEMPHSMS1O,-0.21710964642307973,-0.5947572866612887,0.6433091803020201,False,True,True,True,True,False,False,False,False,False,False
2822,DETLBIPNO3,0.04567014088208654,-0.38676738802567434,0.27537226964434613,False,True,True,True,True,False,False,False,False,False,False
2823,DETLBIPRO,0.046123379602413195,-0.3915857037634597,0.2762208509225217,False,True,True,True,True,False,False,False,False,False,False
2824,DETLBIPRO2,0.051801082147789,-0.3940233594051419,0.2760564860803525,False,True,True,True,True,False,False,False,False,False,False
2825,DETLBPR2OH,0.04591773924710729,-0.3915637823997755,0.2849111641474411,False,True,True,True,True,False,False,False,False,False,False
2826,DETLBPROOH,0.04848501614922296,-0.3937953772228263,0.2696524686978148,False,True,True,True,True,False,False,False,False,False,False
2827,DETLMUCO,-0.24820237592993466,-0.5237320683245064,0.2903500158870087,False,True,True,True,True,False,False,False,False,False,False
2828,DETLMUCO2,-0.24379171306254288,-0.5223115639577707,0.29265016806782906,False,True,True,True,True,False,False,False,False,False,False
2829,DETLMUCO3,-0.25689413901933533,-0.22779848128792402,0.3094354497695788,False,True,True,True,True,False,False,False,False,False,False
2830,DETLMUNO3,-0.11299983631765442,-0.2663410613447441,0.3016692109770869,False,True,True,True,True,False,False,False,False,False,False
2831,DETLMUO2H,-0.26483895732040474,-0.22194635403879193,0.30319531942443634,False,True,True,True,True,False,False,False,False,False,False
2832,DETLMUO3H,-0.2500752708251204,-0.22920539440917542,0.3117031112257842,False,True,True,True,True,False,False,False,False,False,False
2833,DETLMUOH,-0.24651898369401082,-0.5286205324260813,0.28588493027633843,False,True,True,True,True,False,False,False,False,False,False
2834,DETLMUOOH,-0.23923396662263374,-0.5212856441373505,0.29165920096707687,False,True,True,True,True,False,False,False,False,False,False
2835,DETLMUPAN,-0.25418485039203076,-0.23005638174739573,0.3012831447198989,False,True,True,True,True,False,False,False,False,False,False
2836,DETLOBPROH,0.25216902161759647,-0.5443819929150153,-0.3554948743492896,False,True,True,True,True,False,False,False,False,False,False
2837,DETLPOXMUC,-0.12825871954298051,-0.3049700115744801,0.3245398142772844,False,True,True,True,True,False,False,False,False,False,False
2838,DFC,-0.27879622009050953,0.3794820420188698,0.33670663503599063,False,True,True,True,True,False,False,False,False,False,False
2839,DHCARB9,-0.12510771912109497,0.012060257444495237,-0.1974418332413559,False,True,False,False,False,True,True,True,True,True,True
2840,DHPCARB9,-0.027639262553398436,0.00013240503665246095,0.17717526595808208,False,True,False,False,False,True,True,True,True,True,True
2841,DHPMEK,0.17933913829313908,-0.06464653993195602,-0.12275616905688502,False,True,True,False,False,False,False,False,False,False,False
2842,DHPMPAL,0.0434615819091817,-0.27669408298551434,-0.48708230903934957,False,True,True,False,False,False,False,False,False,False,False
2843,DHPR12O2,-0.042345268312250606,-0.00591394549472124,0.17563434556274649,False,True,False,False,False,True,True,True,True,True,True
2844,DHPR12OOH,-0.02686345434299986,0.0024736066781243515,0.18250278918536678,False,True,False,False,False,True,True,True,True,True,True
2845,DIBRET,0.5716179423515391,0.03281935042615136,-0.6466777039569402,False,True,True,True,True,False,False,False,False,False,False
2846,DIBRETO,0.5703084835868104,0.03422801725649749,-0.6355687429673109,False,True,True,True,True,False,False,False,False,False,False
2847,DIBRETO2,0.5640378359810683,0.033666391918908634,-0.6355496307763611,False,True,True,True,True,False,False,False,False,False,False
2848,DIBRETO2H,0.5709770452800698,0.03042772964820606,-0.6303415587425134,False,True,True,True,True,False,False,False,False,False,False
2849,DIBRETOH,0.569607646501463,0.042134877766476286,-0.6380151034088981,False,True,True,True,True,False,False,False,False,False,False
2850,DICLETO,0.1928016654102318,-0.3139937217214409,-0.5257825844938017,False,True,True,True,True,False,False,False,False,False,False
2851,DICLETO2,0.1921990377322389,-0.3194609098242783,-0.5252966570389004,False,True,True,True,True,False,False,False,False,False,False
2852,DICLETO2H,0.199955275528106,-0.3125815474729051,-0.5255145360157294,False,True,True,True,True,False,False,False,False,False,False
2853,DICLETOH,0.18371798684547236,-0.3168272771912596,-0.5209209209209209,False,True,True,True,True,False,False,False,False,False,False
2854,DIEK,-0.5304437635873638,-0.09394356564133133,-0.21364992677641836,False,True,True,True,True,False,False,False,False,False,True
2855,DIEKAO,-0.29588972881754483,-0.24982287538143166,0.15727374152195162,False,True,True,True,True,False,False,False,False,False,False
2856,DIEKAO2,-0.29284108749628246,-0.2476171477675283,0.16089884634037377,False,True,True,True,True,False,False,False,False,False,False
2857,DIEKAOH,-0.6821012202403595,-0.15375381431728097,0.03127614487996344,False,True,True,True,True,False,False,False,False,False,False
2858,DIEKAOOH,-0.28738377977116747,-0.2574532636526252,0.15475284353565977,False,True,True,True,True,False,False,False,False,False,False
2859,DIEKBNO3,-0.3189966041676753,0.5191873312054998,-0.5602953789111307,False,True,True,True,True,False,False,False,False,False,False
2860,DIEKBO,-0.32067400240221133,0.5215925432289292,-0.5656324582338902,False,True,True,True,True,False,False,False,False,False,False
2861,DIEKBO2,-0.32504916233830616,0.5209918978639825,-0.5710077619385495,False,True,True,True,True,False,False,False,False,False,False
2862,DIEKBOOH,-0.3292790830100031,0.524481778962506,-0.5648631925481568,False,True,True,True,True,False,False,False,False,False,False
2863,DIET35TOL,-0.12924680761791463,-0.16852486759496332,0.8490710280686413,False,True,True,True,True,False,False,False,False,False,True
2864,DIETETHER,-0.3096468841567016,0.44272254568412195,0.4362907059804433,False,True,True,True,True,False,True,False,False,False,True
2865,DIETETNO3,-0.29968208738792956,0.4467933429202766,0.4363193742668683,False,True,True,True,True,False,False,False,False,False,False
2866,DIETETO,-0.30009429025260104,0.4461492932552349,0.441427107298229,False,True,True,True,True,False,False,False,False,False,False
2867,DIETETO2,-0.30204787362800767,0.44031645680614506,0.43852205427384416,False,True,True,True,True,False,False,False,False,False,False
2868,DIETETOH,-0.30035249338930814,0.4406023113885871,0.4505675126200186,False,True,True,True,True,False,False,False,False,False,False
2869,DIETETOOH,-0.29173173616250203,0.44658903581073983,0.43964011744441334,False,True,True,True,True,False,False,False,False,False,False
2870,DIIPRETHER,-0.22737183787609472,0.24141340184490212,0.45166168555190045,False,True,True,True,True,False,False,False,False,False,True
2871,DIIPRETNO3,-0.2374145566629089,0.2360904563151065,0.44903853734402643,False,True,True,True,True,False,False,False,False,False,False
2872,DIIPRETO,-0.23462135201617462,0.23989775875977704,0.45425616547334924,False,True,True,True,True,False,False,False,False,False,False
2873,DIIPRETO2,-0.23397031125004908,0.24301936094840593,0.4497504664569103,False,True,True,True,True,False,False,False,False,False,False
2874,DIIPRETOH,-0.2315625670002559,0.23452395566623419,0.46052974215265374,False,True,True,True,True,False,False,False,False,False,False
2875,DIIPRETOOH,-0.23051499998847313,0.24719713443933933,0.45304254134803057,False,True,True,True,True,False,False,False,False,False,False
2876,DIME35EB,0.05320275631848448,-0.14612781031882427,0.7040668353317516,False,True,True,True,True,False,False,True,False,True,True
2877,DM123O2,0.2730295296783758,-0.6657079723615447,-0.2892118849159422,False,True,True,True,True,False,False,False,False,False,False
2878,DM123OOH,0.2702801273494755,-0.6717100417382766,-0.29188090238209563,False,True,True,True,True,False,False,False,False,False,False
2879,DM124O,0.18618290464696496,-0.7107914489144541,0.5215645239511588,False,True,True,True,True,False,False,False,False,False,False
2880,DM124O2,0.18912734255948482,-0.70558293290309,0.5089218096378001,False,True,True,True,True,False,False,False,False,False,False
2881,DM124OHNO2,0.1977923631811549,-0.7130405808284521,0.5296967612003411,False,True,True,True,True,False,False,False,False,False,False
2882,DM124OOH,0.1853838581542624,-0.7048419908105643,0.5163660080127859,False,True,True,True,True,False,False,False,False,False,False
2883,DM23BU2ENE,-0.592712216466444,0.3768435866858406,0.28809955540265797,False,True,True,True,True,False,False,False,False,False,False
2884,DM35EBNO3,0.04256017631585629,-0.14055233067938677,0.7070626712631485,False,True,True,True,True,False,False,False,False,False,False
2885,DM35EBO,0.052841733004124425,-0.13891524323945137,0.7052947936002829,False,True,True,True,True,False,False,False,False,False,False
2886,DM35EBO2,0.048669446961156604,-0.14070008067061834,0.7066899835396256,False,True,True,True,True,False,False,False,False,False,False
2887,DM35EBOH,0.04392911401743338,-0.1359299919329382,0.6973441221651244,False,True,True,True,True,False,False,False,False,False,False
2888,DM35EBOOH,0.04049731768437881,-0.14309301673038466,0.7000437191367979,False,True,True,True,True,False,False,False,False,False,False
2889,DMC,-0.42024543130298064,0.17081345796359315,0.8000291460911984,False,True,True,True,True,False,False,False,False,False,True
2890,DMCNO3,-0.5902177897350421,0.21803689803935322,0.4447287382848242,False,True,True,True,True,False,False,False,False,False,False
2891,DMCO,-0.5855055824901387,0.2245488583353794,0.4415035560620284,False,True,True,True,True,False,False,False,False,False,False
2892,DMCO2,-0.5848646854186695,0.22818254357967116,0.4469266402440626,False,True,True,True,True,False,False,False,False,False,False
2893,DMCOH,-0.5882213261958609,0.22552085160113644,0.433600665104245,False,True,True,True,True,False,False,False,False,False,False
2894,DMCOOH,-0.5907941360223347,0.22781908736978718,0.4424830558482111,False,True,True,True,True,False,False,False,False,False,False
2895,DMEBIPNO3,-0.08049528894544766,-0.44702044824804454,0.3066560594006895,False,True,True,True,True,False,False,False,False,False,False
2896,DMEBIPRO,-0.07801391069399011,-0.4435831784223633,0.3044438232982385,False,True,True,True,True,False,False,False,False,False,False
2897,DMEBIPRO2,-0.08088291640442913,-0.4476298621584651,0.29768861940699654,False,True,True,True,True,False,False,False,False,False,False
2898,DMEBMUCO,-0.3401383692166532,-0.6646513626319667,0.03900702611919793,False,True,True,True,True,False,False,False,False,False,False
2899,DMEBMUCO2,-0.33744337397727353,-0.6650459471782821,0.0449275050707032,False,True,True,True,True,False,False,False,False,False,False
2900,DMEBMUCO3,-0.11286474074791308,-0.2265029286941882,0.23337753027490504,False,True,True,True,True,False,False,False,False,False,False
2901,DMEBMUNO3,-0.11324374606643661,-0.21918864648732062,0.26575501515835653,False,True,True,True,True,False,False,False,False,False,False
2902,DMEBMUO2H,-0.1108286245841662,-0.2215158184560344,0.2388096927476402,False,True,True,True,True,False,False,False,False,False,False
2903,DMEBMUO3H,-0.12128400731268163,-0.2234212233874645,0.23663138078412538,False,True,True,True,True,False,False,False,False,False,False
2904,DMEBMUOH,-0.3451986896190812,-0.6647697379958613,0.04528681426056114,False,True,True,True,True,False,False,False,False,False,False
2905,DMEBMUOOH,-0.33319224376220413,-0.6614070008067063,0.0417481921061873,False,True,True,True,True,False,False,False,False,False,False
2906,DMEBMUPAN,-0.1116493416972707,-0.21833371330363716,0.23140037412113768,False,True,True,True,True,False,False,False,False,False,False
2907,DMEBPOXMUC,-0.1177936541968383,-0.2215377398197188,0.2472539365140798,False,True,True,True,True,False,False,False,False,False,False
2908,DMEBPR2OH,-0.07152674131503778,-0.4481209007049911,0.3087827684486395,False,True,True,True,True,False,False,False,False,False,False
2909,DMEBPROOH,-0.07961191146398883,-0.4442188979692049,0.29571719691051435,False,True,True,True,True,False,False,False,False,False,False
2910,DMEOBPROH,0.09885307088828799,-0.45755147136193053,0.08834944729932803,False,True,True,True,True,False,False,False,False,False,False
2911,DMEPH1O,-0.2909534381361423,-0.8148433937778401,0.33687768914499205,False,True,True,True,True,False,False,False,False,False,False
2912,DMEPHOH,-0.2955393102748711,-0.8174564203289959,0.3380177313351538,False,True,True,True,True,False,False,False,False,False,False
2913,DMEPHOLO,0.20670820970705472,-0.6866867174073165,0.2626234826712155,False,True,True,True,True,False,False,False,False,False,False
2914,DMEPHOLO2,0.20097148930186015,-0.6875548034092105,0.26046858314161425,False,True,True,True,True,False,False,False,False,False,False
2915,DMEPHOLOH,0.20750126219836917,-0.6802242993932166,0.26626674407104,False,True,True,True,True,False,False,False,False,False,False
2916,DMEPHOLOOH,0.2044208065620483,-0.6925660271474168,0.26307261915853797,False,True,True,True,True,False,False,False,False,False,False
2917,DMK2OH,0.09690548151426914,-0.575944372347515,0.2326474445806188,False,True,True,True,True,False,False,False,False,False,False
2918,DMKCOOH,-0.1734083044583843,0.014604450913682454,0.3691930594078565,False,True,True,True,True,False,False,False,False,False,False
2919,DMKOHO,0.08758204289399618,-0.5759005296201467,0.22510481842224084,False,True,True,True,True,False,False,False,False,False,False
2920,DMKOHO2,0.08678991255674129,-0.5794035635368805,0.22559552392487947,False,True,True,True,True,False,False,False,False,False,False
2921,DMKOHOOH,0.08642750601129179,-0.5777901511697241,0.23320599836112965,False,True,True,True,True,False,False,False,False,False,False
2922,DMM,-0.00690117044404015,0.22976965031040675,0.6863068318915573,False,True,True,True,True,False,False,False,False,False,True
2923,DMMALANHY,-0.10480741965156404,-0.6445538564062994,-0.00270007477644707,False,True,True,True,True,False,False,False,False,False,False
2924,DMMALYO,-0.17113242823912378,-0.7957148118270141,0.14217367725720953,False,True,True,True,True,False,False,False,False,False,False
2925,DMMALYO2,-0.17107064391712612,-0.7993186840166955,0.13876119556310496,False,True,True,True,True,False,False,False,False,False,False
2926,DMMALYOH,-0.17380759716622052,-0.7927422749114378,0.1484467761317403,False,True,True,True,True,False,False,False,False,False,False
2927,DMMALYOOH,-0.170465249776954,-0.7931894707305953,0.1354170399516461,False,True,True,True,True,False,False,False,False,False,False
2928,DMMANO3,-0.00531252953774719,0.2318328890603627,0.6781124800217877,False,True,True,True,True,False,False,False,False,False,False
2929,DMMAO,-0.01133133686979415,0.22685147837676678,0.6805492843679002,False,True,True,True,True,False,False,False,False,False,False
2930,DMMAO2,-0.013486503122644211,0.230584686612185,0.685045427288864,False,True,True,True,True,False,False,False,False,False,False
2931,DMMAOH,-0.01533343938105014,0.22645908596681985,0.6703959329257658,False,True,True,True,True,False,False,False,False,False,False
2932,DMMAOOH,-0.01776465245166181,0.2212019045280771,0.6808550794230985,False,True,True,True,True,False,False,False,False,False,False
2933,DMMBNO3,-0.4154354757277525,0.17369085616078017,0.8049505352607977,False,True,True,True,True,False,False,False,False,False,False
2934,DMMBO,-0.4129949950088412,0.16823462873978468,0.7981943757600083,False,True,True,True,True,False,False,False,False,False,False
2935,DMMBO2,-0.41193221245507383,0.16623715408088113,0.7938511303666436,False,True,True,True,True,False,False,False,False,False,False
2936,DMMBOH,-0.4217453148810306,0.16054154536845444,0.7952797666401485,False,True,True,True,True,False,False,False,False,False,False
2937,DMMBOOH,-0.4207189574126201,0.16266835607309482,0.8043246110071887,False,True,True,True,True,False,False,False,False,False,False
2938,DMPHCOME,0.034082352968298535,-0.1423327838378169,0.7024853015306476,False,True,True,True,True,False,False,False,False,False,False
2939,DMPHCOMO,-0.042723812553744245,-0.08704228192627406,0.672679839744279,False,True,True,True,True,False,False,False,False,False,False
2940,DMPHCOMO2,-0.04411405201409979,-0.09226044333765915,0.6720539154906697,False,True,True,True,True,False,False,False,False,False,False
2941,DMPHCOMOH,0.41525749999423667,-0.2577619164532987,-0.3269388720462707,False,True,True,True,True,False,False,False,False,False,False
2942,DMPHCOMOOH,-0.04286587038663614,-0.0908272245799866,0.6820304791665173,False,True,True,True,True,False,False,False,False,False,False
2943,DMPHGLYOX,0.3424898620688066,-0.10694600329697301,0.9937312013684327,False,True,True,True,True,False,False,False,False,False,False
2944,DMPHO,0.3471241472956679,-0.11168277156185336,0.9945434694838033,False,True,True,True,True,False,False,False,False,False,False
2945,DMPHO2,0.34384542853651845,-0.11777647223878496,0.9936213062704708,False,True,True,True,True,False,False,False,False,False,False
2946,DMPHOHNO2,0.29281895579885053,-0.40187120760408257,0.13201937020552768,False,True,True,True,True,False,False,False,False,False,False
2947,DMPHOOH,0.3480246307349337,-0.12000543649819362,0.997725649276962,False,True,True,True,True,False,False,False,False,False,False
2948,DMS,0.05964123596308624,0.06801217074111743,0.6513028541668158,False,True,True,False,True,False,False,False,False,False,False
2949,DMSO,0.15990474148563627,0.021168584055276884,0.5557466774650546,False,True,True,False,True,False,False,False,False,False,False
2950,DMSO2,0.07304658952847953,0.07330232191084152,0.6299497588280405,False,True,True,False,True,False,False,False,False,False,False
2951,DMSO2O,0.29751871396394836,0.3174967556381749,0.7358074064517979,False,True,True,False,True,False,False,False,False,False,False
2952,DMSO2O2,0.29668139807776983,0.3138450948756619,0.7376947353081003,False,True,True,False,True,False,False,False,False,False,False
2953,DMSO2OH,0.3061445430380827,0.31675975939111223,0.7424202245204632,False,True,True,False,True,False,False,False,False,False,False
2954,DMSO2OOH,0.2987520950187543,0.3077549016169199,0.7355589479694491,False,True,True,False,True,False,False,False,False,False,False
2955,DNC524CO,-0.04029677684102295,-0.006378678404826088,0.19818768649317575,False,True,True,False,True,False,False,False,False,False,False
2956,DNCRES,0.2561660983892273,-0.22280786363158078,-0.21864059763821098,False,True,True,True,True,False,False,False,False,False,False
2957,DNCRESO,0.6411391369099078,-0.1352394689768861,-0.5050243560983417,False,True,True,True,True,False,False,False,False,False,False
2958,DNCRESO2,0.6413558431139299,-0.13571910841429624,-0.5093981809972263,False,True,True,True,True,False,False,False,False,False,False
2959,DNCRESOOH,0.6365053127600762,-0.14108370453509167,-0.5081300871277005,False,True,True,True,True,False,False,False,False,False,False
2960,DNEBNZLO,0.8145363755195763,0.030462365402827096,-0.2040288498522389,False,True,True,True,True,False,False,False,False,False,False
2961,DNEBNZLO2,0.8188197811267339,0.03390752691943466,-0.20382387160430115,False,True,True,True,True,False,False,False,False,False,False
2962,DNEBNZLOOH,0.821710734103793,0.030870102767353025,-0.20888143513441848,False,True,True,True,True,False,False,False,False,False,False
2963,DNEBNZOL,0.9002874815281017,0.017464312019922268,0.20064551424933286,False,True,True,True,True,False,False,False,False,False,False
2964,DNIPBNZLO,0.6827836142445136,-0.2583068815544878,-0.35668747506456333,False,True,True,True,True,False,False,False,False,False,False
2965,DNIPBNZLO2,0.6772875760488923,-0.25867954473711896,-0.3570357947446252,False,True,True,True,True,False,False,False,False,False,False
2966,DNIPBNZOL,0.9103020746160957,-0.06299673810108375,-0.2732116364574598,False,True,True,True,True,False,False,False,False,False,False
2967,DNIPBZLOOH,0.6765175774090699,-0.25496869629265895,-0.3518138663723389,False,True,True,True,True,False,False,False,False,False,False
2968,DNMETOL,0.18545763047903607,-0.3433617726491529,-0.7530704929272948,False,True,True,True,True,False,False,False,False,False,False
2969,DNMETOLO,0.3778327996366715,-0.258128880081372,-0.7540929951431145,False,True,True,True,True,False,False,False,False,False,False
2970,DNMETOLO2,0.37985462241249324,-0.25488276454701697,-0.7501606618551725,False,True,True,True,True,False,False,False,False,False,False
2971,DNMETOLOOH,0.37778392547150896,-0.25828013749079304,-0.7451341556353489,False,True,True,True,True,False,False,False,False,False,False
2972,DNMXYOL,0.04771363427831066,-0.48247167759812004,-0.47784490934848933,False,True,True,True,True,False,False,False,False,False,False
2973,DNMXYOLO,0.04248409860593361,-0.48409385851075026,-0.48424080404987324,False,True,True,True,True,False,False,False,False,False,False
2974,DNMXYOLO2,0.038907985162541125,-0.48080565395812147,-0.48608178584312234,False,True,True,True,True,False,False,False,False,False,False
2975,DNMXYOLOOH,0.04053512600082532,-0.4764082284030725,-0.48684149543338084,False,True,True,True,True,False,False,False,False,False,False
2976,DNOETOL,0.34785264900280555,-0.40505418961102724,-0.5914100257775675,False,True,True,True,True,False,False,False,False,False,False
2977,DNOETOLO,0.35391074009779433,-0.4080618007084985,-0.5808266500390604,False,True,True,True,True,False,False,False,False,False,False
2978,DNOETOLO2,0.3563175621935277,-0.40728578443407815,-0.5858770464975716,False,True,True,True,True,False,False,False,False,False,False
2979,DNOETOLOOH,0.35555125216994377,-0.41366490126617794,-0.5868852145701788,False,True,True,True,True,False,False,False,False,False,False
2980,DNOXYOL,0.00454363748279607,-0.5240521202342955,-0.596183295467305,False,True,True,True,True,False,False,False,False,False,False
2981,DNOXYOLO,-0.006857045372285153,-0.8619962470625372,-0.4523611917406667,False,True,True,True,True,False,False,False,False,False,False
2982,DNOXYOLO2,-0.005704491120809174,-0.85874750096454,-0.450816448907141,False,True,True,True,True,False,False,False,False,False,False
2983,DNOXYOLOOH,-0.000873694863832486,-0.8556258987759111,-0.4554592778936455,False,True,True,True,True,False,False,False,False,False,False
2984,DNPBNZLO,0.7754508757005492,-0.3898626845778822,0.014233804209937695,False,True,True,True,True,False,False,False,False,False,False
2985,DNPBNZLO2,0.7795636828066679,-0.3894549472133563,0.01047825868828256,False,True,True,True,True,False,False,False,False,False,False
2986,DNPBNZLOOH,0.7808224230981149,-0.39546578513556174,0.00996605197082534,False,True,True,True,True,False,False,False,False,False,False
2987,DNPBNZOL,0.43371441349849116,-0.5355082248956542,0.4853517001488361,False,True,True,True,True,False,False,False,False,False,False
2988,DNPETOL,0.35034062065578997,-0.5941215671144471,-0.5063827550701059,False,True,True,True,True,False,False,False,False,False,False
2989,DNPETOLO,0.5482643907904474,-0.3651485391603242,-0.49694706639814035,False,True,True,True,True,False,False,False,False,False,False
2990,DNPETOLO2,0.5484718754538727,-0.36574041597979734,-0.4934342457015488,False,True,True,True,True,False,False,False,False,False,False
2991,DNPETOLOOH,0.547268464406006,-0.36003209287643356,-0.4906773121570258,False,True,True,True,True,False,False,False,False,False,False
2992,DNPHEN,0.9230923514236906,-0.1297030093648066,0.1432114692257891,False,True,True,True,True,False,False,False,False,False,False
2993,DNPHENO,0.9148252402787671,-0.12642795763038817,0.1424087572058932,False,True,True,True,True,False,False,False,False,False,False
2994,DNPHENO2,0.9139169185299942,-0.12179553505664475,0.14046695860538327,False,True,True,True,True,False,False,False,False,False,False
2995,DNPHENOOH,0.9136494938526905,-0.1213233488828872,0.14676442552337532,False,True,True,True,True,False,False,False,False,False,False
2996,DNPXYOL,0.02306076764714704,-0.6853363614043703,-0.3616303654489812,False,True,True,True,True,False,False,False,False,False,False
2997,DNPXYOLO,0.026505474137036744,-0.6931140612395217,-0.3598940229011829,False,True,True,True,True,False,False,False,False,False,False
2998,DNPXYOLO2,0.02408159219119943,-0.6951790536985725,-0.36485554767177686,False,True,True,True,True,False,False,False,False,False,False
2999,DNPXYOLOOH,0.024866345295976977,-0.7008523026200413,-0.35962119637537293,False,True,True,True,True,False,False,False,False,False,False
3000,DNT123BOL,-0.5286732277928012,-0.7409859352530603,-0.3725840398871425,False,True,True,True,True,False,False,False,False,False,False
3001,DNT123LO,-0.5247586838095106,-0.7406308091613765,-0.3646835379532277,False,True,True,True,True,False,False,False,False,False,False
3002,DNT123LO2,-0.5265753273070566,-0.7363298376065379,-0.36231840432317763,False,True,True,True,True,False,False,False,False,False,False
3003,DNT123LOOH,-0.5224532986603407,-0.7363079162428536,-0.35687668575496734,False,True,True,True,True,False,False,False,False,False,False
3004,DNT124BOL,-0.2410072688793753,-0.6919478446915226,-0.42785315148083647,False,True,True,True,True,False,False,False,False,False,False
3005,DNT124LO,-0.2313827469586206,-0.6922284381466803,-0.4249199079748006,False,True,True,True,True,False,False,False,False,False,False
3006,DNT124LO2,-0.23109411273794456,-0.6972747360667813,-0.42185192352256795,False,True,True,True,True,False,False,False,False,False,False
3007,DNT124LOOH,-0.2259369661592514,-0.6941619024236261,-0.4180027282652581,False,True,True,True,True,False,False,False,False,False,False
3008,EBENZ,0.44756055670440587,0.2912126021535548,0.28931843538048785,False,True,True,True,True,False,True,True,True,True,True
3009,EBENZO,0.8190410981010541,-0.31619725719897573,0.2084284762089057,False,True,True,True,True,False,False,False,False,False,False
3010,EBENZO2,0.8178976270670659,-0.31220318473571596,0.21122554535442362,False,True,True,True,True,False,False,False,False,False,False
3011,EBENZOL,0.8211528308976936,-0.32041624285363546,0.20404031716680882,False,True,True,True,True,False,False,False,False,False,False
3012,EBENZOLO,0.539264167168088,-0.21224746589035803,-0.04865576793977744,False,True,True,True,True,False,False,False,False,False,False
3013,EBENZOLO2,0.5351882462243553,-0.21273850443688402,-0.05216705966109303,False,True,True,True,True,False,False,False,False,False,False
3014,EBENZOLOH,0.540213985849546,-0.2146281259864613,-0.060046968209259366,False,True,True,True,True,False,False,False,False,False,False
3015,EBENZOLOOH,0.5343214214082677,-0.21360790572059907,-0.04551797621010023,False,True,True,True,True,False,False,False,False,False,False
3016,EBENZOOH,0.8235919283855158,-0.31124872856090635,0.21385203819571363,False,True,True,True,True,False,False,False,False,False,False
3017,EBFUCO,0.4138442988977953,-0.44401722142331035,0.2930290672534108,False,True,True,True,True,False,False,False,False,False,False
3018,EBFUO,0.3812788893576504,-0.22783048647890292,0.6406478077122468,False,True,True,True,True,False,False,False,False,False,False
3019,EBFUO2,0.3869547475949069,-0.2263376416120093,0.6397973152149763,False,True,True,True,True,False,False,False,False,False,False
3020,EBFUOH,0.4213773754112231,-0.4380809161376311,0.29555187645879766,False,True,True,True,True,False,False,False,False,False,False
3021,EBFUONE,0.029662007483280295,-0.5163138788537758,-0.16229881432745397,False,True,True,True,True,False,False,False,False,False,False
3022,EBFUOOH,0.38616815018201023,-0.22918171933639642,0.6435910851185314,False,True,True,True,True,False,False,False,False,False,False
3023,EBNZOHNO2,0.9051887303552368,0.019552102697204754,0.20910839240194856,False,True,True,True,True,False,False,False,False,False,False
3024,EBZBIPERO,0.27438371291499797,-0.12342648451474869,-0.08625752243890672,False,True,True,True,True,False,False,False,False,False,False
3025,EBZBIPERO2,0.2726860272911493,-0.12642576549401985,-0.082190830448587,False,True,True,True,True,False,False,False,False,False,False
3026,EBZBPER2OH,0.13531780886973888,-0.14126389814457574,0.09831836609879563,False,True,True,True,True,False,False,False,False,False,False
3027,EBZBPERNO3,0.27920473433894233,-0.12705315492266145,-0.08986967874796048,False,True,True,True,True,False,False,False,False,False,False
3028,EBZBPEROOH,0.27068725836681895,-0.11773438322051133,-0.08343398290892323,False,True,True,True,True,False,False,False,False,False,False
3029,EBZMUCCO,0.07857305880806975,0.015298042860650396,0.23874232227454173,False,True,True,True,True,False,False,False,False,False,False
3030,EBZMUCCO2H,0.44606205635744534,-0.4587483778190874,0.109862607237309,False,True,True,True,True,False,False,False,False,False,False
3031,EBZMUCCO3,0.45383120431014823,-0.46083529164182246,0.11003509476063167,False,True,True,True,True,False,False,False,False,False,False
3032,EBZMUCCO3H,0.4509863590360723,-0.4619269755532952,0.10166443292934946,False,True,True,True,True,False,False,False,False,False,False
3033,EBZMUCNO3,0.08282188363799015,0.011743712952895446,0.22984177494917346,False,True,True,True,True,False,False,False,False,False,False
3034,EBZMUCO,0.10460869545170559,-0.18970748132299808,0.32474765935386474,False,True,True,True,True,False,False,False,False,False,False
3035,EBZMUCO2,0.10575493294787286,-0.18689321665322156,0.3270769576258836,False,True,True,True,True,False,False,False,False,False,False
3036,EBZMUCOH,0.09955805766690418,-0.19457270877906774,0.3228120722154133,False,True,True,True,True,False,False,False,False,False,False
3037,EBZMUCOOH,0.10481249149889238,-0.1961028199642243,0.3271997534527369,False,True,True,True,True,False,False,False,False,False,False
3038,EBZMUCPAN,0.45475796914011446,-0.4612912560064537,0.11823661370200744,False,True,True,True,True,False,False,False,False,False,False
