,id,x,y,z,rxns,all,MCM_v3.3.1,MCM_v3.1,MCM_v3.2,CRI_v2.0.r5,CRI_v2.0.r4,CRI_v2.0.r1,CRI_v2.0.r3,CRI_v2.0.r2,CRI_v2.2
3039,EBZOBPEROH,0.12453875006627979,-0.13464803058468655,0.09811099882698926,False,True,True,True,True,False,False,False,False,False,False
3040,EBZPOXMUC,0.07738117468594896,0.0257760162744205,0.23973472278961538,False,True,True,True,True,False,False,False,False,False,False
3041,ECARB13,-0.36601447320796654,0.6551068008838696,0.2035395777639215,False,True,False,False,False,False,False,False,False,False,True
3042,ECARB7,-0.26979184677488155,0.06458752762091846,0.25069126405641895,False,True,False,False,False,False,True,True,False,False,True
3043,ECATEC1O,0.7274112599621456,-0.10842481849110863,-0.4097013481261691,False,True,True,True,True,False,False,False,False,False,False
3044,ECATEC1O2,0.7224915680538169,-0.10611912945880542,-0.4104046767531254,False,True,True,True,True,False,False,False,False,False,False
3045,ECATEC1OOH,0.719157981128117,-0.11132589176107455,-0.4143494329651848,False,True,True,True,True,False,False,False,False,False,False
3046,ECATECHOL,0.7296520943271387,-0.10448335730069092,-0.4174159840030961,False,True,True,True,True,False,False,False,False,False,False
3047,ECATECOOA,0.7053118379222028,-0.48189295359685735,-0.29368604881731375,False,True,True,True,True,False,False,False,False,False,False
3048,ECO3CO3,-0.04915214850368976,-0.009802356985023297,0.16915483502595685,False,True,True,True,True,False,False,False,False,False,False
3049,ECO3CO3H,-0.06833212300613001,-0.011937497807863573,0.17163703082557502,False,True,True,True,True,False,False,False,False,False,False
3050,ECO3PAN,-0.050231806476749075,0.0012942373119146922,0.17171347958937444,False,True,True,True,True,False,False,False,False,False,False
3051,ECO4,-0.04982223175114753,-0.002513065132755732,0.17889106290060952,False,True,True,True,True,False,False,False,False,False,False
3052,ECOCO2H,0.5583435346626187,-0.36796762653011117,-0.498255295868661,False,True,True,True,True,False,False,False,False,False,False
3053,EGLYOO,-0.060590132490484505,-0.0274854442145136,0.16648725097412442,False,True,True,True,True,False,False,False,False,False,False
3054,EGLYOOB,-0.027448468878453203,-0.022649152958507224,0.18218791583946725,False,True,True,True,True,False,False,False,False,False,False
3055,EGLYOOD,-0.12168283894348808,-0.2621773175265686,0.2860951643767873,False,True,True,True,True,False,False,False,False,False,False
3056,EGLYOX,-0.05326855201064162,-0.02369830942443263,0.17909938578196338,False,True,True,True,True,False,False,False,False,False,False
3057,EIPEO,0.01384429889779537,0.304282557609344,0.37216691631966103,False,True,True,True,True,False,False,False,False,False,False
3058,EIPEO2,0.01688279652440139,0.3097506225667286,0.3682503505892527,False,True,True,True,True,False,False,False,False,False,False
3059,EIPEOH,0.005276196667796329,0.30112062011153595,0.37152665792283934,False,True,True,True,True,False,False,False,False,False,False
3060,EIPEOOH,0.011080142103940593,0.30524841289326954,0.36440354435581157,False,True,True,True,True,False,False,False,False,False,False
3061,EIPK,-0.5073484151629792,0.2790164322542179,-0.038914953139296826,False,True,True,True,True,False,False,False,False,False,False
3062,EIPKAO,-0.18943073124511545,0.3467841359475292,0.1768164345729979,False,True,True,True,True,False,False,False,False,False,False
3063,EIPKAO2,-0.1881678412604002,0.34635623092841383,0.1701462799314828,False,True,True,True,True,False,False,False,False,False,False
3064,EIPKAOH,-0.18725813628053778,0.35193697169513527,0.18309287808094488,False,True,True,True,True,False,False,False,False,False,False
3065,EIPKAOOH,-0.183235700272266,0.34422152853284715,0.1728396654410973,False,True,True,True,True,False,False,False,False,False,False
3066,EIPKBNO3,-0.56417154831972,-0.12466109571744233,0.2040966981301109,False,True,True,True,True,False,False,False,False,False,False
3067,EIPKBO,-0.5626038864182845,-0.12037020798989861,0.2077724502545506,False,True,True,True,True,False,False,False,False,False,False
3068,EIPKBO2,-0.5572830574940002,-0.11937848549682573,0.2054885434360374,False,True,True,True,True,False,False,False,False,False,False
3069,EIPKBOH,-0.4165148570545938,-0.1788748202448177,0.16753698806204764,False,True,True,True,True,False,False,False,False,False,False
3070,EIPKBOOH,-0.5610362245168489,-0.11329530707446245,0.2116952274470174,False,True,True,True,True,False,False,False,False,False,False
3071,EMALANHY,0.773500519864351,-0.3123399740451054,-0.13483650715154294,False,True,True,True,True,False,False,False,False,False,False
3072,EMALANHYO,0.4936774812284015,-0.5659657675984707,0.024981544790613874,False,True,True,True,True,False,False,False,False,False,False
3073,EMALANHYO2,0.4905974866691103,-0.5628441654098418,0.0281837923842696,False,True,True,True,True,False,False,False,False,False,False
3074,EMALNHY2OH,0.49929801022207787,-0.5621207604082634,0.019855655177850817,False,True,True,True,True,False,False,False,False,False,False
3075,EMALNHYOOH,0.4863555779946376,-0.5674871102381538,0.025171711090565596,False,True,True,True,True,False,False,False,False,False,False
3076,EMPHCO3,0.42739304741946693,0.21692285433692282,0.7122038506286716,False,True,True,True,True,False,False,False,False,False,False
3077,EMPHCO3H,0.42500927917522535,0.21345314089298872,0.7184487590215511,False,True,True,True,True,False,False,False,False,False,False
3078,EMPHCOME,-0.12411363704477296,-0.1680710953667005,0.856271546009016,False,True,True,True,True,False,False,False,False,False,False
3079,EMPHCOMO,0.14197576118054167,0.12941759320963842,0.5016113965994635,False,True,True,True,True,False,False,False,False,False,False
3080,EMPHCOMO2,0.1388404373776706,0.1304571042755427,0.5059594200405655,False,True,True,True,True,False,False,False,False,False,False
3081,EMPHCOMOH,0.4328983071556849,0.2212211953281189,0.7010041067320303,False,True,True,True,True,False,False,False,False,False,False
3082,EMPHCOMOOH,0.13912584405913764,0.12239657500613799,0.504535561814798,False,True,True,True,True,False,False,False,False,False,False
3083,EMPHGLYOX,0.4337789642826677,0.21323918838343126,0.7114106947042509,False,True,True,True,True,False,False,False,False,False,False
3084,EMPHO,0.4287855000495657,0.21028506541334924,0.7138379429548882,False,True,True,True,True,False,False,False,False,False,False
3085,EMPHO2,0.4261804148310038,0.21198572480796884,0.7085056416798661,False,True,True,True,True,False,False,False,False,False,False
3086,EMPHOOH,0.43015950959847116,0.20707533934270983,0.7004259629557961,False,True,True,True,True,False,False,False,False,False,False
3087,EMPHPAN,0.42718095198574346,0.21464522465013514,0.6997904826067116,False,True,True,True,True,False,False,False,False,False,False
3088,EMPOHNO2O,0.3763361435978301,0.150353810809863,0.34121950112403576,False,True,True,True,True,False,False,False,False,False,False
3089,EMPOHNO2O2,0.37962592820569574,0.14782496229525455,0.3448555954522543,False,True,True,True,True,False,False,False,False,False,False
3090,EMPONO2OOH,0.3827737010883723,0.1541597979727125,0.34286936100778576,False,True,True,True,True,False,False,False,False,False,False
3091,ENCATECH,0.7092540465272832,-0.49807968854126483,-0.2917409055833877,False,True,True,True,True,False,False,False,False,False,False
3092,ENCATECO,0.7044311807952197,-0.4898241029777981,-0.28683193933790596,False,True,True,True,True,False,False,False,False,False,False
3093,ENCATECO2,0.6999679551464266,-0.49271772298411143,-0.28775696937988116,False,True,True,True,True,False,False,False,False,False,False
3094,ENCATECOOH,0.6980683177835105,-0.4917312616183228,-0.29477544370145803,False,True,True,True,True,False,False,False,False,False,False
3095,ENNCATCOOH,0.7869132506622221,-0.023561081687769603,-0.4962566385000753,False,True,True,True,True,False,False,False,False,False,False
3096,ENNCATECO,0.7910998300931145,-0.029759128055838024,-0.49901548326369327,False,True,True,True,True,False,False,False,False,False,False
3097,ENNCATECO2,0.7866089398225313,-0.02989854792886948,-0.4958199249368701,False,True,True,True,True,False,False,False,False,False,False
3098,EOCOCH2O,-0.32977013004677636,0.2697875381431729,0.3426830171460242,False,True,True,True,True,False,False,False,False,False,False
3099,EOCOCH2O2,-0.3335159198371477,0.2715666760197819,0.3388567565178544,False,True,True,True,True,False,False,False,False,False,False
3100,EOCOCH2OOH,-0.3296230464742592,0.2696906457156887,0.3338813754088217,False,True,True,True,True,False,False,False,False,False,False
3101,EOCOCHO,-0.04863099313686836,-0.026835694994914117,0.1679846911350491,False,True,True,True,True,False,False,False,False,False,False
3102,EOX2COMEOH,-0.36757383572286506,0.3436524499316056,0.4706687594515757,False,True,True,True,True,False,False,False,False,False,False
3103,EOX2EOL,-0.6810269107608464,0.1744414436533268,0.6962690614241929,False,True,True,True,True,False,False,False,False,False,True
3104,EOX2EOLAO,-0.3766667358282212,0.34520053663498307,0.4717533762879824,False,True,True,True,True,False,False,False,False,False,False
3105,EOX2EOLAO2,-0.37152065509824395,0.34633299428290854,0.47472054393295426,False,True,True,True,True,False,False,False,False,False,False
3106,EOX2EOLBO,-0.6773521268330693,0.17856441373504972,0.6955810225499963,False,True,True,True,True,False,False,False,False,False,False
3107,EOX2EOLBO2,-0.6739585998934912,0.17792387148819766,0.6933640083998078,False,True,True,True,True,False,False,False,False,False,False
3108,EOX2ETA2OH,-0.3696316225070141,0.34138578092666005,0.458752308394313,False,True,True,True,True,False,False,False,False,False,False
3109,EOX2ETB2OH,-0.6835397805734416,0.18157991652344707,0.7050558912134088,False,True,True,True,True,False,False,False,False,False,False
3110,EOX2ETCHO,-0.15959443664455808,0.1916773350636598,0.6101877533858442,False,True,True,True,True,False,False,False,False,False,False
3111,EOX2MECO3,-0.15795023595616997,0.19830723229630687,0.6099536290467076,False,True,True,True,True,False,False,False,False,False,False
3112,EOX2OLANO3,-0.37308416730641114,0.33733208235417944,0.47180593481309474,False,True,True,True,True,False,False,False,False,False,False
3113,EOX2OLAOOH,-0.3750133135992364,0.3499666795272003,0.46623473115119896,False,True,True,True,True,False,False,False,False,False,False
3114,EOX2OLBNO3,-0.6834890621001598,0.17832152502542886,0.6886576313783952,False,True,True,True,True,False,False,False,False,False,False
3115,EOX2OLBOOH,-0.6781912870273673,0.18719441619024235,0.6951987787309981,False,True,True,True,True,False,False,False,False,False,False
3116,EPXALMKT,0.17663768797534152,-0.7034477920802498,0.043421464423851086,False,True,True,True,True,False,False,False,False,False,False
3117,EPXC4DIAL,0.07688551687887735,0.020664392690540545,0.23675369880620467,False,True,True,True,True,False,False,False,False,False,False
3118,EPXDLCO2H,0.23994540847966772,-0.08389919680123459,0.3338952317472603,False,True,True,True,True,False,False,False,False,False,False
3119,EPXDLCO3,0.23476520804948287,-0.0847032724211707,0.32954720830615813,False,True,True,True,True,False,False,False,False,False,False
3120,EPXDLCO3H,0.23914590090993548,-0.08363570200975057,0.32302803997314733,False,True,True,True,True,False,False,False,False,False,False
3121,EPXDLPAN,0.23858108154838886,-0.09031426466977654,0.3349239454251387,False,True,True,True,True,False,False,False,False,False,False
3122,EPXEALKT,-0.13044422466439354,-0.3192123215600996,0.33756190558099863,False,True,True,True,True,False,False,False,False,False,False
3123,EPXEKTCO2H,-0.1295031664465024,-0.32886868226298627,0.3507364166075384,False,True,True,True,True,False,False,False,False,False,False
3124,EPXEKTCO3,-0.13396085917093736,-0.3319850233243309,0.34686285330676747,False,True,True,True,True,False,False,False,False,False,False
3125,EPXEKTCO3H,-0.141319187490058,-0.33551962400477,0.34956292808321443,False,True,True,True,True,False,False,False,False,False,False
3126,EPXEKTPAN,-0.12966777094615323,-0.3345428080390025,0.34037952033178764,False,True,True,True,True,False,False,False,False,False,False
3127,EPXKTMCO2H,0.1840762436976533,-0.705885447721932,0.05604219971761726,False,True,True,True,True,False,False,False,False,False,False
3128,EPXKTMCO3,0.18090541696348494,-0.7009180667110939,0.0586032333049038,False,True,True,True,True,False,False,False,False,False,False
3129,EPXKTMCO3H,0.18136142214599094,-0.7086124653642454,0.048865572015930114,False,True,True,True,True,False,False,False,False,False,False
3130,EPXKTMPAN,0.183172071642149,-0.7002867314369894,0.04812115217843149,False,True,True,True,True,False,False,False,False,False,False
3131,EPXM2C4DAL,-0.04669313248817919,-0.009896180421591572,0.19542979733910526,False,True,True,True,True,False,False,False,False,False,False
3132,EPXM2DCO2H,0.17222333649171095,-0.7000719020728841,0.05910397270779133,False,True,True,True,True,False,False,False,False,False,False
3133,EPXM2DCO3H,0.1670173157478554,-0.7017993055311986,0.054954716052568076,False,True,True,True,True,False,False,False,False,False,False
3134,EPXM2DLCO3,0.17540707338271466,-0.6970467538844656,0.058055191229415604,False,True,True,True,True,False,False,False,False,False,False
3135,EPXM2DLPAN,0.17494276881367177,-0.6907246325979446,0.060747143324708874,False,True,True,True,True,False,False,False,False,False,False
3136,EPXMALKT,-0.11884721521000907,-0.2183845708673846,0.2549800397055766,False,True,True,True,True,False,False,False,False,False,False
3137,EPXMC4DIAL,-0.15752097324139458,-0.21290642208270494,-0.15071157075930353,False,True,True,True,True,False,False,False,False,False,False
3138,EPXMDLCO2H,-0.07962625095961662,-0.43539774122268593,-0.15191850561778952,False,True,True,True,True,False,False,False,False,False,False
3139,EPXMDLCO3,-0.07237378592654586,-0.43311791939953004,-0.15504860469060944,False,True,True,True,True,False,False,False,False,False,False
3140,EPXMDLCO3H,-0.08005007296543998,-0.44029935814247134,-0.16069530150675737,False,True,True,True,True,False,False,False,False,False,False
3141,EPXMDLPAN,-0.0667969670352977,-0.4380546105012101,-0.15407244953784338,False,True,True,True,True,False,False,False,False,False,False
3142,EPXMEC4DAL,-0.06182710994612317,-0.028398688225597102,0.18757468685869627,False,True,True,True,True,False,False,False,False,False,False
3143,EPXMEDCO2H,0.3794834554034767,-0.20408921118164913,-0.5048413568699965,False,True,True,True,True,False,False,False,False,False,False
3144,EPXMEDCO3H,0.3777152249940636,-0.1996773175265687,-0.5113977939753596,False,True,True,True,True,False,False,False,False,False,False
3145,EPXMEDLCO3,0.38246708486353276,-0.20104038792045176,-0.5111784815842095,False,True,True,True,True,False,False,False,False,False,False
